onset	duration	category
373090	n/a	MRI_trigger
383590	n/a	MRI_trigger
394090	n/a	MRI_trigger
404590	n/a	MRI_trigger
415090	n/a	MRI_trigger
425590	n/a	MRI_trigger
436090	n/a	MRI_trigger
446590	n/a	MRI_trigger
457090	n/a	MRI_trigger
467590	n/a	MRI_trigger
478090	n/a	MRI_trigger
488590	n/a	MRI_trigger
499090	n/a	MRI_trigger
509590	n/a	MRI_trigger
520090	n/a	MRI_trigger
530590	n/a	MRI_trigger
541090	n/a	MRI_trigger
551590	n/a	MRI_trigger
562090	n/a	MRI_trigger
572590	n/a	MRI_trigger
583090	n/a	MRI_trigger
593590	n/a	MRI_trigger
604090	n/a	MRI_trigger
614590	n/a	MRI_trigger
625090	n/a	MRI_trigger
635590	n/a	MRI_trigger
646090	n/a	MRI_trigger
656590	n/a	MRI_trigger
667090	n/a	MRI_trigger
677590	n/a	MRI_trigger
688090	n/a	MRI_trigger
698590	n/a	MRI_trigger
709090	n/a	MRI_trigger
719590	n/a	MRI_trigger
730090	n/a	MRI_trigger
740590	n/a	MRI_trigger
751090	n/a	MRI_trigger
761590	n/a	MRI_trigger
772090	n/a	MRI_trigger
782590	n/a	MRI_trigger
793090	n/a	MRI_trigger
803590	n/a	MRI_trigger
814090	n/a	MRI_trigger
824590	n/a	MRI_trigger
835090	n/a	MRI_trigger
845590	n/a	MRI_trigger
856090	n/a	MRI_trigger
866590	n/a	MRI_trigger
877090	n/a	MRI_trigger
887590	n/a	MRI_trigger
898090	n/a	MRI_trigger
908590	n/a	MRI_trigger
919090	n/a	MRI_trigger
929590	n/a	MRI_trigger
940090	n/a	MRI_trigger
950590	n/a	MRI_trigger
961090	n/a	MRI_trigger
971590	n/a	MRI_trigger
982090	n/a	MRI_trigger
992590	n/a	MRI_trigger
1003090	n/a	MRI_trigger
1013590	n/a	MRI_trigger
1024090	n/a	MRI_trigger
1034590	n/a	MRI_trigger
1045090	n/a	MRI_trigger
1055590	n/a	MRI_trigger
1066090	n/a	MRI_trigger
1076590	n/a	MRI_trigger
1087090	n/a	MRI_trigger
1097590	n/a	MRI_trigger
1108090	n/a	MRI_trigger
1118590	n/a	MRI_trigger
1129090	n/a	MRI_trigger
1139590	n/a	MRI_trigger
1150090	n/a	MRI_trigger
1160590	n/a	MRI_trigger
1171090	n/a	MRI_trigger
1181590	n/a	MRI_trigger
1192090	n/a	MRI_trigger
1202590	n/a	MRI_trigger
1213090	n/a	MRI_trigger
1223590	n/a	MRI_trigger
1234090	n/a	MRI_trigger
1244590	n/a	MRI_trigger
1255090	n/a	MRI_trigger
1265590	n/a	MRI_trigger
1276090	n/a	MRI_trigger
1286590	n/a	MRI_trigger
1297090	n/a	MRI_trigger
1307590	n/a	MRI_trigger
1318090	n/a	MRI_trigger
1328590	n/a	MRI_trigger
1339090	n/a	MRI_trigger
1349590	n/a	MRI_trigger
1360090	n/a	MRI_trigger
1370590	n/a	MRI_trigger
1381090	n/a	MRI_trigger
1391590	n/a	MRI_trigger
1402090	n/a	MRI_trigger
